image,label,high_freq_power_ratio
r_0.png,nerf_lego,0.0085357747239386
r_1.png,nerf_lego,0.00863210627018458
r_10.png,nerf_lego,0.009141286664120242
r_11.png,nerf_lego,0.008984730803124029
r_12.png,nerf_lego,0.009016615247028847
r_13.png,nerf_lego,0.009181421215488322
r_14.png,nerf_lego,0.009024784411510202
r_15.png,nerf_lego,0.009334235437630473
r_16.png,nerf_lego,0.009180949250940146
r_17.png,nerf_lego,0.008107945288229546
r_18.png,nerf_lego,0.00632188347045099
r_19.png,nerf_lego,0.006560753048891256
r_2.png,nerf_lego,0.0086860346252545
r_20.png,nerf_lego,0.0051570304946644665
r_21.png,nerf_lego,0.004847557463504339
r_22.png,nerf_lego,0.00812918808024745
r_23.png,nerf_lego,0.009810995205537442
r_24.png,nerf_lego,0.006051599630093637
r_25.png,nerf_lego,0.008480444982745266
r_26.png,nerf_lego,0.011607306521841427
r_27.png,nerf_lego,0.009017682219764846
r_28.png,nerf_lego,0.005508608223977623
r_29.png,nerf_lego,0.0052951574905057185
r_3.png,nerf_lego,0.00842785029030705
r_30.png,nerf_lego,0.007938481254166446
r_31.png,nerf_lego,0.007685386662519624
r_32.png,nerf_lego,0.009368178024128567
r_33.png,nerf_lego,0.009328636084311845
r_34.png,nerf_lego,0.005905316264068828
r_35.png,nerf_lego,0.006230990912293768
r_36.png,nerf_lego,0.005153431060681645
r_37.png,nerf_lego,0.00849872367524966
r_38.png,nerf_lego,0.007684402536587798
r_39.png,nerf_lego,0.0034898606733573105
r_4.png,nerf_lego,0.008031972468563072
r_40.png,nerf_lego,0.005390356415981474
r_41.png,nerf_lego,0.016191674335329427
r_42.png,nerf_lego,0.004708551198625392
r_43.png,nerf_lego,0.0073495879790311846
r_44.png,nerf_lego,0.011114698894547463
r_45.png,nerf_lego,0.005843271364609036
r_46.png,nerf_lego,0.00573153245608663
r_47.png,nerf_lego,0.01090994447159971
r_48.png,nerf_lego,0.008341112988153716
r_49.png,nerf_lego,0.009277777372964069
r_5.png,nerf_lego,0.008131243540653445
r_6.png,nerf_lego,0.008541024276205582
r_7.png,nerf_lego,0.008806899279414878
r_8.png,nerf_lego,0.009143376042533765
r_9.png,nerf_lego,0.009266211649160494
r_0.png,nerf_chair,0.006985735832033929
r_1.png,nerf_chair,0.006981108231166
